Majority protein IDs,Gene Name,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27
Q06151,DCS1,25449.1891030276,23695.8891305686,25576.8026281826,21540.7630869259,22422.4240820605,22315.6985600745,20726.0169888224,19435.9571749486,20641.4572461708,17130.1951040891,17215.8535618894,19519.6932123018,8821.46734950357,11861.7352241958,10853.738094921,8531.49798223665,9079.80237941021,8507.85787219461,7543.35781509681,8078.23729041704,7454.06771989564,8022.72357835979,7521.76461741006,7305.41240939968,7168.50232667498,5048.28439467183,7323.48049093708
Q06505,SPN1,2514.42759447946,2402.59871610096,2595.41351026737,2749.96572576887,2894.40478104558,2891.06452563048,3616.66988395717,3822.37056534957,3376.44091046904,3963.93507530655,4232.08467166048,4393.0678679808,2489.69240732261,3910.02070401602,3338.08742236704,3328.74671354394,3673.52023559572,3392.35955423649,3420.32139773418,3415.52948352265,3534.38179902013,3445.78282545888,3281.93178689301,3043.59217575558,2967.99059874303,2212.49020225533,3315.21490603062
Q06506,RRP9,2426.4031684801,2343.34743727687,2927.80890524398,3789.82866224503,2608.17296532369,2417.57552249028,2427.14453990698,3649.91073306375,2497.44109738768,2557.30867991338,3528.80733838574,3454.26063669711,2201.32930497379,3043.99514733794,2857.55655702453,3288.02555911876,3525.66096767195,3453.41762098752,3398.90784643975,3705.52308634455,2873.78574439495,5145.00452994046,3789.54596138995,4002.70359635571,3134.5125129193,2760.57348517009,4740.17610136738
Q08641,ABP140,2581.26184860678,3199.43156355951,3148.62622117016,2920.74482065094,2986.21594977022,2486.13549720053,4089.20738357665,3817.44647584641,3675.38631499317,3860.53834317164,3812.64258078359,4873.32408318223,2611.27614936223,3836.39810668696,4130.91164872346,3812.35464027077,4013.7310556629,3745.25807376781,3608.14624229193,3783.13092991227,3422.94337320503,4143.29027279272,3937.29407957148,3394.58959795879,3496.79334514159,2711.25875072605,4280.53492016388
Q08723,RPN8,25697.2617176231,25030.9754895294,24753.202899726,24928.4840595102,24348.0228232867,22921.2907340977,26181.7920789757,26264.5879633686,25123.7621953624,27391.9894319212,29050.2252105703,28672.8957194713,16419.303007821,22865.7544064653,22035.2706300922,21073.9798269084,20765.8623723568,21305.3997945319,20673.7808449783,19855.071507941,20713.5374833573,18328.1804948953,17672.9723432233,17802.0529006364,16427.4767779663,12330.1813843742,19842.6619724533
Q12000,TMA46,2515.3122757448,2879.90574470373,2431.13282349872,2845.3510680536,2971.53363058474,2947.10334364194,4459.14914962771,4673.3316604047,3988.35201775119,5033.20478979139,6374.63435516245,5364.08727535072,4309.33481835488,5980.98826874706,5340.37085824105,6473.0460886968,6499.26664673288,6305.84511662211,6617.41248623129,6879.28784486428,6941.39945962726,7077.57360743295,7077.86050647468,6622.38609463162,6342.27786390595,5021.1089998456,8132.56496304285
Q12123,DCS2,42390.9270999429,45980.1968008005,47345.2011570041,44018.2491229773,43701.3565732108,47507.8760909606,35318.5832702767,33645.3904472705,35360.4897073134,26900.1183024076,25518.5779515809,27942.6601725863,9594.74564317645,9540.14893411302,9751.80226660778,3158.57737523651,3225.85318768711,2984.6081385892,2439.49959490598,2692.25390628343,2026.43936930599,2265.97319687729,2288.32765053977,2669.56934206263,1815.27423413455,1609.89946065019,3462.8408983899
Q12189,RKI1,6219.62368334994,7085.49915686743,7052.46513391035,9321.08903984014,8226.69151621467,8673.48208854358,12105.6283796007,11758.3758353503,12128.0729514888,15019.692316473,16426.5168468061,16526.8036723788,10596.626133909,16695.1487701496,15087.9269505431,17875.2550828142,17553.4470437671,17476.2804024318,17072.8270569179,18199.13031727,18328.6777379065,16702.7195531018,15918.9802873152,15218.6848771717,13561.4856298996,10686.2948484998,14954.8200393764
Q12230,LSP1,295368.606655112,317871.308864899,311147.086340693,321107.461019884,301884.950422672,286065.933705242,248963.456813719,253239.094412913,265278.307914923,218265.75040834,226296.091960032,236346.625310701,109325.795259475,149235.97467523,146837.648424866,127181.940313521,125479.330891656,120812.02447623,95939.8717451397,87197.477104752,96694.5258441225,77821.7760366766,79224.4902430552,72588.019850495,66169.2341660146,50014.7616032691,62039.6984957078
Q12265,PRS5,11378.9652351984,10301.6776296838,12962.0741551297,11724.4927515075,11596.6600360788,11115.4901323481,14671.9142229675,15048.1000074639,13730.6463551545,16191.8369284517,18033.033545901,18490.0766973384,10750.1743166203,15426.0856002896,16446.0730309577,16683.7811574812,17102.2811289155,16433.6515711416,14948.2130885796,15884.5742907238,15361.6994471578,17023.2510022858,15869.2921546727,15439.1659502352,14535.0913256244,11947.5434768303,17212.0503389452
Q12458,YPR1,20066.3011701143,18612.5347888981,20337.4229851627,15920.0426790305,15903.6209045789,16138.2780002798,12846.6579298307,12378.1843510114,12903.7791003948,11547.5333695106,12633.6323533578,13459.5328360338,6876.67818645934,8440.93913422768,8304.09514832196,7108.8392057867,7248.04392126696,7367.50885959388,6167.39878344745,7740.87736838964,6501.84469137827,10258.293711489,9507.63980015477,10354.1432530301,10236.892910321,8399.76951421544,14419.4813656978
Q99207,NOP14,272.785988643013,302.865323372697,305.192077425009,338.022666596007,336.572725964309,374.139442766079,470.461651415017,469.731461396928,422.295488304963,353.455930998193,500.681273697851,681.367079342176,281.305314992604,510.520497804162,546.888052699146,399.942404466368,539.69364698068,484.889782398096,343.846047018778,469.846814248826,528.254437246319,548.742140629567,467.315642701237,285.959809026307,430.837763478533,457.838082764586,629.966980869777
P04046,ADE4,16473.2125863831,15213.9069198439,15893.7879366131,19518.601220579,20341.1288208406,19972.0811347663,30100.3567775648,30782.7096393314,27948.136391746,34100.3275154467,37487.2715540276,39337.7749204157,23480.4774542854,34544.4134922735,32056.8616418644,36139.2086361331,38841.842889377,38022.6817910028,40108.6323167888,43514.1553638854,38757.6955776893,42499.224933785,42318.7985643375,40433.5929799082,39160.7492072904,31490.039221481,48613.0851601118
P08679,CIT2,4549.90035623598,4472.91103554869,4343.77738670648,3313.74893033968,3467.92537526379,3187.24878590551,4643.08367216976,4824.44681078797,4770.350248292,5121.03053968876,6123.13477028103,6234.6830268281,4160.41524390447,6389.14551930274,7029.21399064673,10321.0810201923,10673.4414797429,12218.9571869037,15591.5873713308,12991.5251368686,14925.4809824216,7556.19190153535,8116.91112993335,8060.93819660399,6724.4083209227,4468.26805865164,7041.66112183655
P09232,PRB1,51216.338408152,49827.0362304805,50805.4676750013,53209.6999459378,51604.7351264052,55558.4665322451,57901.1376184497,66240.1152624719,60423.9036379324,52126.3379008925,50786.9404482445,55385.0467815606,24102.4945620763,29322.4253460058,29034.5142255717,20235.072231514,20921.9214452627,20725.1442043284,15448.3011375494,14133.8692429352,16689.5747468153,13775.6093428223,13836.5343731355,12532.8807848611,12633.815531889,9103.50917130927,14148.6178813201
P10507,MAS1,3236.73121683198,3067.45401300943,3338.15129952101,3519.0210680554,3654.59663081328,3800.64510033516,5834.14035692459,6430.91816153621,5629.63384560574,6826.36462856739,7109.98883590472,7861.36138496319,4557.0581008654,6333.69901212006,6240.30624516621,6835.36101758657,7270.88980758642,7023.94393697302,7584.10741851426,8219.3948816557,7392.97281910676,7394.4512704304,7547.30500325892,7412.08418312684,6859.17926920143,5637.58153498327,7727.70867892777
P11353,HEM13,2893.5321771143,2903.13012932738,3045.67198111236,3366.26688947941,3417.77055967834,3436.43206199983,5309.69108928255,5692.48496783706,5265.81751604168,6997.97287142413,7102.61826522754,7518.08322716417,4429.54573975798,6632.77597304511,5846.90938871669,6923.21352846849,6932.71136201517,7402.55188425371,7264.97457026008,9923.8567998932,7588.15655809855,11114.4808702875,11281.7164028332,10637.6429054993,9393.45571250516,7777.79921131297,9655.67355720481
P14164,ABF1,3518.01415277772,3516.91187085461,3652.21799444468,3780.64124968223,4292.23414857598,4112.76840411293,5443.53647846707,5424.95642860533,4549.91478330818,6071.97639147053,6314.539149425,6178.33992644856,3427.32862151304,5404.89114066754,4659.43006527973,2702.2655203486,5555.26997705559,5000.41964778883,4536.56100335408,4734.00392666071,4895.24501235515,4621.52055469162,4946.65558918893,4382.37646530253,4374.2045030361,3543.50037927369,4576.58561282804
P16550,APA1,25863.0546210221,27810.5175730558,27738.6478967771,23882.7016323118,24099.5964187743,24415.8277781153,21621.3082690184,23228.5597763951,23468.0818728421,23034.6337417325,24131.1635762746,26044.0024324023,15178.3590914985,20659.2230722775,19321.7611782588,21277.7743377865,21471.5514661573,21296.0830127141,19047.7375409749,19383.8895077082,19837.2428365788,19130.4393956026,19164.3289010809,19012.8333778676,18087.5448930565,14451.2991149891,23287.8046384831
P16622,HEM15,9019.24518423571,9059.3487580038,9425.5073515806,9009.42030700302,10485.6318095196,10162.5927380882,11373.0898064093,12724.3286458106,12585.2440531614,11687.3994623262,11926.7861066477,14113.8932680113,7368.01523421033,10902.8704565729,11324.9238760528,9050.06871537975,9226.8488050759,9472.36142114427,8025.96926159874,9648.8199374937,12989.0946451816,11499.77784182,10815.2333344283,9534.38100820327,9641.5722236382,7497.41186484806,10540.418928647
P17558,PET123,3485.83205176941,3754.45918363576,4084.66360882971,4159.18832574559,5143.45609286911,5992.50527859355,8229.8504243698,7918.20941033675,8053.89786869812,8857.7996240345,10705.3273262664,11135.5731745655,6888.90134685355,9957.0867627032,9971.86222236883,11954.4956035324,11163.4449192992,11235.8420669553,12235.7132055141,13623.7827077801,12714.2718601431,13725.1941676547,14175.3336286069,13303.583482104,12829.9920585581,10118.4797432241,14086.6704845006
P21147,OLE1,7857.38627198673,6778.28807543844,7369.92371199344,12230.5875822955,11302.4253164681,12037.4029245505,22414.3285786138,21358.6414365014,19000.5316266723,19398.5903233476,23082.4842445686,23038.3667627894,14197.7141719919,16730.5141569607,18302.7281688404,19201.7576687067,17988.5613964316,19008.8325563439,22713.4571771457,25880.5316209027,24634.9619623349,23484.663823878,26299.7102462174,22246.8156081632,18646.385398048,18953.8844036081,19919.6736334154
P23180,AIM17,23525.3932089886,22764.0845718616,24194.9784947071,22200.9905013409,22757.7816909955,23259.0668535669,22080.622056413,22796.8454848568,22100.048245584,21965.339789211,23140.384953117,25547.0692780208,12929.9452196653,16928.0618514792,16814.4293051855,13906.0871062077,13723.3668388504,13480.5209246063,10717.4414280706,9133.23612113259,11019.2302183184,8143.99032309945,8865.07315357385,7782.19232913706,6098.65158179482,4125.87912754982,5712.03844122229
P25294,SIS1,112352.962079837,119443.603343402,112114.483715269,101838.95940417,102430.743432982,109432.275489465,78987.0477582582,80054.8773603795,81621.2613714297,69477.2283535446,72204.5359063216,74914.8449918412,36202.2489587061,45897.1582309169,44303.0123492339,39470.5178399865,41876.8653119054,41336.5892563465,37378.2393350365,37386.9920696036,38761.2656293359,33855.3917457183,32280.5223096092,31084.3272139596,29108.9630607138,23584.1105760258,35788.9059910223
P25586,KRR1,2494.24506163912,2538.77210822027,2610.22556091295,2673.32507917819,2860.57136322889,2629.31079320694,3779.54670958377,3888.42140525622,3638.44524995655,4301.67278010403,4897.49817902801,4768.73133333786,2975.55302797711,4335.74093027956,4082.11855083191,4204.81783918418,4658.17347691788,4496.68355135044,4648.71158297826,4428.73273943516,4152.48797981732,4737.52826898389,4445.6830262457,4586.35769140048,4217.77781566207,3702.87272586031,5740.4436142588
P25847,MSH2,470.754389147672,466.141090550162,490.062030113768,531.073603413188,486.898215258443,476.985178860873,643.762068042479,633.771624428898,647.648010431077,593.080415186236,540.432779344613,807.173090308078,460.991537922347,545.3017756846,565.013887080667,606.580978128808,773.57861262981,632.267165412688,703.17652685345,717.527617146837,674.631530705576,566.413065069072,637.063138815775,592.119310622285,533.062027493573,522.288522985503,867.099775282288
P26321,RPL5,128020.313547247,134115.671846332,134220.170137946,140537.269848011,135834.260424299,138037.069953933,188807.274138945,192896.483986099,184525.928840219,213031.801631005,242725.109105001,249078.691423687,142508.111832916,210294.447918317,202998.472181679,224545.002404617,244475.302360964,238072.55561542,236336.012718914,258023.543331754,240943.762540866,275891.605867535,276465.668680978,269457.340802166,253099.939293382,207331.415037393,330855.924984968
P27466,CMK1,5478.45295520128,5008.53650423005,4701.45768873626,4565.49506816672,4656.68551179817,4862.27564014831,5302.77474031765,5552.16614859839,5348.1034403864,5003.15570790107,5856.70091935262,5789.48069154594,3235.23622414981,4310.9403945752,4386.64550577653,5677.96104435974,5177.9312941714,4916.10700874873,5612.99854934656,6740.13271837959,6620.00117412062,9004.19272907262,8806.76007681487,8765.68776525941,8355.89458198987,6433.610447026,9378.31758561679
P27472,GSY2,8723.9151284023,5831.06427333426,8432.83323128869,8487.95650822532,7987.2654803366,6893.43349329278,6379.815608205,6562.78163732447,5676.7383513708,4795.49225424736,5305.65033505731,5639.21478576389,2464.15678490937,2545.60171673919,2581.0619193768,1861.55357013594,1602.88081827805,1636.50300929524,1273.10700024985,1461.89658558284,1422.41590927167,1354.42200618502,1091.71797553537,1495.5747658861,1247.23318153166,896.770736723165,3199.61837761679
P29509,TRR1,33186.7090899895,32677.9533198556,34360.4806459993,33798.6009990219,36145.9021693173,33748.838219559,38665.8474021785,40237.6846245003,37237.8749544885,44080.2562288631,47650.5103871986,46685.1878729659,28211.0284297944,42822.405005005,37199.7215148143,42000.6139691151,44798.1118579085,43426.7939109556,41488.022437317,44936.4111104588,44249.942134246,46601.6179963851,45588.2630806243,44707.1826110368,42926.2930541104,34691.2183785151,51348.0112464125
P32451,BIO2,2546.64878609662,3025.363059415,3269.99121659824,4123.69570274451,4786.85469875137,4713.38924682345,8850.01339462107,9567.06271747482,8599.99780721171,10783.3479252522,13775.0119409495,14460.6126179464,9806.30859474355,15977.1039182508,14416.8666583206,19930.4098601738,20600.5922935641,20176.6138313322,22944.202830866,19567.246382261,23291.4552027179,19395.8180393866,18858.9512779823,17687.8251476401,18456.8218206484,15098.8577261573,20782.8642826358
P32496,RPN12,21895.9152099608,21111.4661822034,21121.5393102807,21884.9284665865,19913.5566906564,19555.37361988,23045.4784579454,22972.724491135,22454.8272356236,24346.3286166755,22785.5307629758,25966.3710248272,13941.1234361889,19186.4085197032,18405.4169591227,18748.6057568077,17201.5317156124,18406.157907363,18006.4169892134,16699.9772691722,17328.802691193,15406.402712811,14715.7283389426,16450.1209633478,14224.1613056263,10715.548029434,18799.7607807956
P32643,TMT1,8892.07821304535,8857.89383743244,9247.3854194268,11071.9191738013,11339.0867464266,11800.3644934258,17096.0924039919,19055.4295254936,17108.1414994634,16583.9545302853,16286.691520627,16333.257672084,6054.94399535964,8382.66368087389,7856.63656672786,5270.73764563174,4816.93159298109,4447.98872618965,4116.53276069238,3634.22774482295,3734.66124269562,4421.31881875713,4160.96243175194,3184.40364690929,2866.10275212508,3327.78249811046,3459.83270402014
P32836,GSP2,100033.140575055,100323.541303655,102051.125845401,97983.6683939885,101114.146990472,93791.8136315423,106384.876859852,101209.227965694,107032.437508328,103728.421901415,107636.026856498,112978.136821769,67673.661717948,94539.4331465667,86499.5044798957,89507.9062094902,100078.651824898,102508.08364041,96751.4757169411,102732.843057525,101845.91734795,109457.128016333,109257.505034699,106673.674120541,98932.7293715943,80968.2727510647,117507.307660126
P33299,RPT1,24077.2037336784,23338.7911198445,24348.5266167224,23727.6640901478,22864.004036143,23879.9558361591,25359.7447456767,25629.0409939572,24876.0551642433,24064.6457916811,24069.0305737636,28235.2417632145,15823.5176278305,21483.899711039,21832.4001739833,21539.4853004727,20759.2418895895,20771.5329205599,18601.3836304233,18546.3324644457,18992.4506943525,20264.3152860937,19731.3003467214,20196.2884170579,18849.7230035444,15363.3534798834,22777.3215561462
